Coin ID,Symbol,Name,Market Cap (USD),FDV (USD),24H Volume (USD)
kazonomics,kazonomics,kazonomics,2766038,2766038.0,18426.61
gata,gata,Gata,2765737,15804211.0,1041830.0
tcom-global,tcom,TCOM Global,2764113,30044703.0,4143244.0
gomble,gm,Gomble,2762703,10008829.0,80890.0
dingocoin,dingo,Dingocoin,2757589,2757589.0,275880.0
yfii-finance,yfii,DFI.money,2754677,2773250.0,94848.0
trash-coin,trash,Trash Coin,2752402,2752402.0,37246.0
spurdo-3,spurdo,SPURDO,2751555,2751555.0,209864.0
suncontract,snc,SunContract,2750885,2750885.0,489185.0
wrapped-aave-gnosis-weth,wagnoweth,Wrapped Aave Gnosis WETH,2749885,2749885.0,806541.0
blood-crystal,bc,Blood Crystal,2748339,2748339.0,20744.0
rai,rai,Rai Reflex Index,2748312,2748312.0,9902.17
snpad,snpad,SNPad,2745322,2745322.0,64895.0
celer-bridged-usdc-astar,usdc,Celer Bridged USDC (Astar),2745142,2745142.0,1472.0
anome,anome,Anome,2743195,91439831.0,36263981.0
wrapped-aave-ethereum-lido-weth,waethlidoweth,Wrapped Aave Ethereum Lido WETH,2741735,2741735.0,18281395.0
logx-2,logx,LogX Network,2737247,5705213.0,92491.0
biswap,bsw,Biswap,2736207,3163490.0,10006492.0
ami,ami,Amnis Finance,2731328,28847484.0,251949.0
asymmetry-finance,asf,Asymmetry Finance,2728627,11859524.0,24736.0
moew,moew,MOEW,2727786,2727786.0,309101.0
apple-ondo-tokenized-stock,aaplon,Apple (Ondo Tokenized Stock),2720936,2720936.0,307217.0
bitsec-ai,sn60,Bitsec.ai,2718659,2718659.0,1143119.0
apwine,apw,Spectra [OLD],2716994,14098837.0,2223.52
nodeai-2,nait,NodeAI,2716662,206983741.0,59372.0
only1,like,LIKE,2713412,3433759.0,318790.0
xavier-renegade-angel,xavier,Xavier: Renegade Angel,2712891,2712891.0,18788.39
silo-finance,silo,Silo Finance [OLD],2710888,16837028.0,3166.77
gout,gout,GOUT,2710818,2710818.0,31340.0
procter-gamble-ondo-tokenized-stock,pgon,Procter & Gamble (Ondo Tokenized Stock),2710564,2710564.0,748.64
send-2,send,Sendcoin,2707807,2707807.0,160560.0
mcdonald-s-ondo-tokenized-stock,mcdon,McDonald's (Ondo Tokenized Stock),2702231,2702231.0,78187.0
genomesdao-genome,genome,GenomesDAO GENOME,2700140,2700140.0,66618.0
streetvision-by-natix,sn72,StreetVision by NATIX,2698849,2698849.0,92552.0
karura,kar,Karura,2697149,3698947.0,81438.0
dexcheck,dck,DexCheck AI,2695485,3672264.0,265351.0
alright-buddy,buddy,alright buddy,2691511,2691511.0,143490.0
athenadao-token,ath,AthenaDAO,2691490,9242976.0,5376.64
cipher-3,cipher,Cipher,2691445,13457319.0,35064.0
retard-finder-coin,rfc,Retard Finder Coin,2684234,2791495.0,4958515.0
roba,roba,ROBA,2683159,2683159.0,35983.0
cronos-id,croid,Cronos ID,2680521,16584669.0,31298.0
feed-the-people,ftp,Feed The People,2674922,2674922.0,260135.0
hydro-protocol-2,hdro,Hydro Protocol,2674182,7162076.0,27547.0
dtravel,trvl,Dtravel,2670958,5937748.0,484403.0
zero1-labs,deai,Zero1 Labs,2661014,2673022.0,866409.0
manifold-finance,fold,Manifold Finance,2655956,2714336.0,6476.98
outlaw-crypto-games,outlaw,OUTLAW Crypto Games,2654560,2654560.0,32951.0
ishares-core-s-p-midcap-etf-ondo-tokenized-etf,ijhon,iShares Core S&P MidCap ETF (Ondo Tokenized ETF),2650801,2650801.0,2.02
chickencoin,chkn,Chickencoin,2649270,2649270.0,147949.0
par-stablecoin,par,Parallel,2648823,2648823.0,858.67
token-metrics-ai,tmai,Token Metrics AI,2647875,3270453.0,90646.0
cocoro,cocoro,Cocoro,2642932,3314047.0,522577.0
decubate,dcb,Decubate,2642795,6973893.0,152101.0
italian-national-football-team-fan-token,ita,Italian National Football Team Fan Token,2639491,7695398.0,77343.0
all-will-retire,awr,All Will Retire,2639331,2735098.0,354212.0
caocao,caocao,CaoCao,2637346,2637346.0,78873.0
bitagent-rizzo,sn20,BitAgent - Rizzo,2635571,2635571.0,219351.0
label-foundation,lbl,LABEL AI,2635476,2849276.0,6011775.0
quadrant-protocol,equad,Quadrant Protocol,2635077,4851178.0,768.2
bnb-tiger-inu,bnbtiger,BNB Tiger Inu,2634765,2880284.0,19718.03
pwease,pwease,Pwease,2633238,2633238.0,502154.0
exosama-network,sama,Moonsama,2631959,3530465.0,77541.0
nanobyte,nbt,NanoByte,2631848,20362785.0,23698.0
colony-avalanche-index,cai,Colony Avalanche Index,2625886,2625889.0,3212.02
strikebit-ai,strike,StrikeBit AI,2625514,25016812.0,2142932.0
gamegpt,duel,GameGPT,2623815,3140529.0,997749.0
hive-ai,buzz,Hive AI,2621142,2621142.0,1077646.0
router-protocol-2,route,Router Protocol,2618511,4211622.0,292138.0
young-peezy-aka-pepe,peezy,Young Peezy AKA Pepe,2616252,2616252.0,1570.16
matrix-ai-network,man,Matrix AI Network,2608465,4281096.0,98599.0
real-world-ai,rwa,Real World AI,2607344,2607344.0,22496.0
liquid-ron,lron,Liquid RON,2607063,2607063.0,450124.0
wrapped-aave-arbitrum-usdt,waarbusdt,Wrapped Aave Arbitrum USDT,2606375,2606375.0,571688.0
level-usd,lvlusd,Level USD,2603330,2603330.0,1487.43
l2-standard-bridged-dai-base,dai,L2 Standard Bridged DAI (Base),2601018,2601018.0,1990211.0
faith-2,fbb4,Faith,2595545,2595545.0,191.64
levana-protocol,lvn,Levana,2593337,3275386.0,1198.16
meta-financial-ai,mefai,META FINANCIAL AI,2592895,2592895.0,1131756.0
fakenews,sn66,FakeNews,2590375,2590375.0,855665.0
bbs-network,rtb,Roundtable,2588445,4719243.0,806.14
bitcoin-on-base,btcb,Bitcoin on Base,2580656,2580656.0,19762.1
elonxcat,exc,ElonXCat,2575864,12861607.0,2923.07
bitcoin-second-chance,btc,Bitcoin Second Chance,2574080,2574080.0,26269.0
mint-token,mt,Mint Token,2567327,4326586.0,9014.77
stable-coin-2,sbc,Stable Coin,2567037,2567037.0,523.55
stellaswap,stella,StellaSwap,2562081,2562081.0,13410.75
aura-network,aura,Aura Network,2556311,6264911.0,23684.0
coinbase-xstock,coinx,Coinbase xStock,2552606,12336103.0,3501547.0
salvium,sal,Salvium,2552290,4200791.0,87879.0
karat-galaxy,karat,KARAT Galaxy,2551784,2551784.0,28.88
crocodile-finance,croc,Crocodile Finance,2547309,2547309.0,14110.49
kin,kin,Kin,2545931,2545931.0,53376.0
degenerate-squid,sqdgn,Degenerate SQuiD,2542939,2542939.0,78201.0
get-rich-or-die-trying,grodt,Get Rich or Die Trying,2541264,2541264.0,69076.0
alliance-games,coa,Alliance Games,2540146,13918610.0,2225720.0
gam3s-gg,g3,GAM3S.GG,2537946,4367453.0,398133.0
bearxrpl,$bear,BEARXRPL,2537633,2537633.0,4133.53
matchain,mat,Matchain,2536342,35080805.0,1851221.0
morpheus-network,mnw,Morpheus Network,2531142,3231194.0,21146.0
maza,mzc,Maza,2530652,2588925.0,149.11
wrapped-aave-gnosis-gno,wagnogno,Wrapped Aave Gnosis GNO,2530349,2530349.0,115954.0
andy-on-base,andy,Andy,2527614,2527614.0,11418.87
rainbow-bridged-usdc-aurora,usdc,Rainbow Bridged USDC (Aurora),2525489,2525489.0,10709.46
gensokishis-metaverse,mv,GensoKishi Metaverse,2523042,2524699.0,594952.0
wrapped-sonic-origin,wos,Wrapped Origin Sonic,2522298,2522298.0,9475.89
lc-shib,lc,LC SHIB,2522080,2688179.0,34475.0
byte-3,byte,BYTE by Virtuals,2519747,2519747.0,3498.97
yay-stakestone-ether,yaystone,Yay StakeStone Ether,2519370,2519370.0,137.07
tevaera,teva,Tevaera,2519031,15613328.0,769829.0
aeonix-network,onix,Aeonix Network,2512987,8470926.0,1338.23
piteas,pts,Piteas,2509580,3585115.0,1055.02
beercoin-2,beer,Beercoin,2508181,2508181.0,61625.0
crypto-com-bridged-dai-cronos,dai,Crypto.com Bridged DAI (Cronos),2507967,2507967.0,44367.0
gorilla-3,gorilla,Gorilla,2503689,2503689.0,407814.0
ripe-dao-governance-token,ripe,Ripe DAO Governance Token,2501512,2123604412.0,35491.0
xend-finance,rwa,Xend Finance,2499355,2499355.0,41768.0
elympics,elp,Elympics,2497750,10153457.0,49999.0
xerberus,xer,Xerberus,2494363,8614291.0,4513.48
verse-bitcoin,verse,Verse,2489778,11513327.0,16595.84
unit0,unit0,Unit0,2486605,27127398.0,162299.0
pengus-wife,polly,Polly,2484099,2484099.0,64661.0
heurist,heu,Heurist,2482155,13808226.0,269859.0
dolan-duck,dolan,Dolan Duck,2481344,2481344.0,96663.0
microsoft-ondo-tokenized-stock,msfton,Microsoft (Ondo Tokenized Stock),2472589,2472589.0,156827.0
stonks-on-eth,stonks,Stonks on ETH,2467950,2467950.0,81182.0
mindfak-by-matt-furie,mindfak,Mindfak By Matt Furie,2467892,2467892.0,2737709.0
wanbtc,wanbtc,wanBTC,2466417,2466417.0,72366.0
digital-asset-treasury,dat,Digital ASSet Treasury,2462167,2462167.0,623347.0
omega-any-to-any,sn21,OMEGA Any-to-Any,2460764,2460764.0,3905.02
troll,troll,Troll,2457212,2457212.0,111451.0
phantasma,soul,Phantasma Phoenix,2457138,2457138.0,186202.0
0xgasless-2,0xgas,0xGasless,2455657,2455657.0,25361.0
ishares-russell-2000-etf-ondo-tokenized-etf,iwmon,iShares Russell 2000 ETF (Ondo Tokenized ETF),2450663,2450663.0,497515.0
moon-tropica,cah,Moon Tropica,2445934,30515534.0,7391.18
d1ckgpt,dick,D1ckGPT,2441038,8194982.0,59566.0
project-89,project89,Project 89,2438437,2438437.0,0.0
analog,anlog,Analog,2435701,11880154.0,382773.0
foxsy-ai,foxsy,Foxsy AI,2435606,7034819.0,295600.0
aki-protocol,aki,Aki Network,2433844,2886052.0,123254.0
paint-swap,brush,Paintswap,2429917,2429917.0,49237.0
ar-io-network,ario,AR.IO Network,2427242,4896594.0,17174.97
lto-network,lto,LTO Network,2423044,2423140.0,193072.0
timeless,lit,Timeless,2421100,3556415.0,61.34
runwago,runwago,Runwago,2419806,9093469.0,134443.0
real-gem-token,gem,Real GEM Token,2415786,2415786.0,69.61
credefi,credi,Credefi,2413446,3058258.0,140669.0
highkey,highkey,HighKey,2411955,2411955.0,8929.93
us-nerite-dollar,usnd,US Nerite Dollar,2408383,2408383.0,618.37
vai,vai,Vai,2401474,2401474.0,46315.0
chain-key-ethereum,cketh,Chain-key Ethereum,2399099,2399099.0,19720.11
solanium,slim,Solanium,2394078,2394078.0,252239.0
paladin,pal,Paladin,2394060,2861615.0,83.67
lithos,lith,Lithos,2393253,7977957.0,359363.0
trevee,trevee,Trevee,2391393,3947844.0,17.24
terraport,terra,Terraport,2390934,6019005.0,173204.0
quantumcoin,q,QuantumCoin,2390816,2393994.0,9848.7
aark-digital,aark,Aark Digital,2390673,2759701.0,146388.0
arcadia,aaa,Arcadia,2388060,11811387.0,75799.0
neutrino,xtn,Neutrino Index Token,2386244,2386244.0,4425.18
aeternity,ae,Aeternity,2385840,2929151.0,17367.93
celer-bridged-usdc-flow-evm,usdc.e,Celer Bridged USDC (Flow EVM),2385827,2385827.0,4934.53
mcontent,mcontent,MContent,2382224,3895870.0,328.03
yee-token,yee,Yee Token,2380544,2380544.0,38864.0
novo-nordisk-ondo-tokenized-stock,nvoon,Novo Nordisk (Ondo Tokenized Stock),2378497,2378497.0,39.5
360noscope420blazeit,mlg,360noscope420blazeit,2375559,2375559.0,218782.0
roko-network,roko,Roko Network,2373611,4214519.0,77183.0
satoshi-nakamoto,satoshi,Satoshi Nakamoto,2373386,2373386.0,14524.51
pepsico-ondo-tokenized-stock,pepon,PepsiCo (Ondo Tokenized Stock),2369884,2369884.0,131996.0
yay-kelp-dao-s-airdrop-gain-eth,yayageth,Yay Kelp DAO’s Airdrop Gain ETH,2361093,2361093.0,64.85
real-smurf-cat,smurfcat,Real Smurf Cat,2361043,2361043.0,80364.0
oxbull,oxi,Oxbull,2359431,2432404.0,1583.99
alphakek-ai,aikek,AlphaKEK.AI,2357181,2357181.0,13122.21
agent-arena-by-masa,sn59,Agent Arena by Masa,2356782,2356782.0,1034402.0
eggs-finance,eggs,Eggs Finance,2355979,2355979.0,561.04
canto,canto,CANTO,2354543,3869639.0,60645.0
homebrew-robotics-club,brew,Homebrew Robotics Club,2352510,2942067.0,87573.0
spinedao-token,spine,SpineDAO Token,2347058,7879401.0,77067.0
napoli-fan-token,nap,Napoli Fan Token,2346740,4687279.0,185493.0
chunking,sn40,Chunking,2345994,2345994.0,352335.0
emoneytoken,emyc,E Money Network,2345561,6355348.0,279435.0
dippy-speech,sn58,Dippy Speech,2343264,2343264.0,202787.0
gym-network,gymnet,Gym Network,2338468,9409565.0,28220.0
bitcoin-2,btc2,Bitcoin 2,2336690,2336690.0,11069.39
zjoe,zjoe,zJOE,2331707,2331707.0,47.5
waffles,waffles,Waffles,2330215,2330215.0,76353.0
cronos-zkevm-bridged-usdc-cronos-zkevm,usdc,Cronos zkEVM Bridged USDC (Cronos zkEVM),2329802,2329802.0,1263.49
ghkan,gkn,GKHAN,2329027,2329027.0,102547.0
jpmorgan-chase-ondo-tokenized-stock,jpmon,JPMorgan Chase (Ondo Tokenized Stock),2326899,2326899.0,29.31
subvortex,sn7,SubVortex,2322520,2322520.0,181723.0
electronicgulden,efl,Electronic Gulden,2316466,2316515.0,29.71
fourbook,fb,FourBook,2315852,2315852.0,3966.53
faircaster,fair,Faircaster,2315667,5296380.0,100257.0
rootstock-bridged-usdt-rootstock-2,usdt,Rootstock Bridged USDT (Rootstock),2314866,2314866.0,562975.0
neuy,neuy,NEUY,2314799,2574889.0,48695.0
zer0zer0,00,00 Token,2313555,9942712.0,96100.0
draggin-karma-points,dkp,Draggin Karma Points,2311579,4633501.0,7105.02
doge-eat-doge,omnom,Doge Eat Doge,2311407,7432175.0,59259.0
taki,taki,Taki Games,2309408,5917164.0,94.85
just-buy-1-worth-of-this-coin,$1,just buy $1 worth of this coin,2309317,2309317.0,497414.0
hemi-bridged-weth-hemi,weth,Hemi Bridged WETH (Hemi),2308000,2308000.0,546211.0
bridged-usd-coin-manta-pacific,usdc,Bridged USD Coin (Manta Pacific),2306731,2306731.0,261757.0
planz,z,PLANZ,2301261,2301261.0,233.49
wrapped-ampleforth,wampl,Wrapped Ampleforth,2298846,2298846.0,37250.0
unstable-cult-2,usc,Unstable Cult,2298061,2298061.0,0.0
navigator-by-metawin,navi,Navigator by MetaWin,2295529,2295529.0,28874.0
frodo-the-virtual-samurai,frog,Frodo the Virtual Samurai,2294452,2294452.0,14960.43
omega-labs,sn24,OMEGA Labs,2293379,2293379.0,194771.0
yunai,yunai,Yunai by Virtuals,2292080,2292080.0,633.84
arc,arc,ARC,2290292,2290292.0,51325.0
zeal,zeal,ZEAL,2287493,10743606.0,66242.0
tsuki,tsuki,Tsuki,2287074,2287074.0,19025.47
kepler,avia,Kepler,2285286,2283344.0,2.31
ctoc,ctoc,CTOC,2284073,188776982.0,22857.0
antitoken,anti,Antitoken,2283241,2283241.0,126227.0
asia-coin,asia,Asia Coin,2281742,4563485.0,6404.97
dehub,dhb,DeHub,2279016,2279016.0,5781.81
simmi-token,simmi,Simmi Token,2274043,2274043.0,194336.0
solanahub-staked-sol,hubsol,SolanaHub staked SOL,2273376,2273376.0,3856.86
dopex-rebate-token,rdpx,Dopex Rebate,2270948,3498879.0,1.8
nuance-2,sn23,Nuance,2263620,2263620.0,98935.0
nucleon-xcfx,xcfx,Nucleon xCFX,2262787,2262787.0,151.42
stool-prisondente,jailstool,Stool Prisondente,2261213,2261213.0,240177.0
pepo,pepo,PEPO,2258813,2258813.0,23797.0
midas-btc-yield-token,mbtc,Midas mBTC,2256201,2256201.0,43.55
masterdex,mdex,MasterDEX,2256195,2297305.0,38055.0
attention-token,attn,Attention Token,2255396,10818744.0,1118.88
mooncat,mooncat,Mooncat,2251727,2251727.0,146157.0
sophon-bridged-usdt-sophon,usdt,Sophon Bridged USDT (Sophon),2249778,2249778.0,2889.85
candles,sn31,Candles,2249766,2249766.0,274523.0
axelrod-by-virtuals,axr,Axelrod by Virtuals,2245498,3496925.0,1312858.0
yne,yne,yesnoerror,2244606,2244606.0,409565.0
phoenic-token,pnic,Phoenic Token,2243754,25201802.0,139244.0
world-cat,world cat,World Cat,2240681,2240681.0,47678.0
titan-3,titan,TITAN,2238891,3392259.0,2931.85
unibot,unibot,Unibot,2237516,2237516.0,82691.0
native-2,native,Native,2236050,2256884.0,254601.0
trabzonspor-fan-token,tra,Trabzonspor Fan Token,2234126,3105512.0,405186.0
liquid-bgt,lbgt,Liquid BGT,2232509,2232509.0,18633.05
ethereum-push-notification-service,push,Push Protocol,2231604,2473062.0,2081641.0
hestia,hestia,Hestia,2230701,2230701.0,5210.61
babybonk-3,babybonk,BabyBonk,2230070,2230070.0,23727.0
stryke,syk,Stryke,2229630,2229630.0,1244.36
npc-on-solana,npcs,NPC On Solana,2224489,2224489.0,63688.0
international-stable-currency,isc,International Stable Currency,2219313,2219313.0,15311.33
rovr-network,rovr,ROVR Network,2218907,103206018.0,94053.0
amiko,amiko,Amiko,2213924,2873368.0,33247.0
mt-pelerin-shares,mps,Mt Pelerin Shares,2209191,44183830.0,306.28
precog,sn52,Precog,2207160,2207160.0,63867.0
wojak-3,wojak,Wojak,2206766,2206766.0,467275.0
surge-3,surge,Surge,2206590,2793386.0,121079.0
patic,ptc,PATIC,2206544,45216063.0,538167.0
xfinance,xfi,Xfinance,2206253,4640539.0,27.42
league-of-traders,lot,League of Traders,2205317,14408074.0,575213.0
catwifmask,mask,catwifmask,2204871,2204871.0,269281.0
meta-xstock,metax,Meta xStock,2203265,18994541.0,2835042.0
reddcoin,rdd,ReddCoin,2202263,2202911.0,212.19
01111010011110000110001001110100-token,01111010011110000110001001110100,01111010011110000110001001110100,2199729,2199729.0,100204.0
iousdt,iousdt,Bridged Tether (IoTeX),2199322,2199322.0,54312.0
rabbi-schlomo-by-virtuals,shekel,Rabbi Schlomo by Virtuals,2198204,2198204.0,55888.0
zirodelta,zdlt,Zirodelta,2196312,2196312.0,201448.0
kilt-protocol-2,kilt,KILT Protocol,2193920,2193920.0,5666.11
louie,louie,Louie,2193498,2193498.0,4569.95
happycat-2,happy,Happy Cat,2192947,2192947.0,581117.0
dappradar,radar,DappRadar,2192644,14370379.0,69023.0
paimon-spacex-spv-token,spcx,Paimon SpaceX SPV Token,2192435,2192435.0,40.88
bitquant,sn15,BitQuant,2192344,2192344.0,82972.0
catwifhat-2,$cwif,catwifhat,2190283,2190283.0,28020.0
swarm-3,sn124,Swarm,2189954,2189954.0,449391.0
molecules-of-korolchuk-ip-nft,vita-fast,Molecules of Korolchuk IP-NFT,2187182,2187182.0,38.17
layerzero-usdc,lzusdc,LayerZero Bridged USDC (Fantom),2183783,2183783.0,2086.65
vankedisi,vankedisi,vankedisi,2182871,2182871.0,232351.0
impermax-2,ibex,Impermax,2180996,2180996.0,25917.0
liquid-staked-sol,lssol,Liquid Staked SOL,2177677,2177677.0,52239.0
avax-has-no-chill,nochill,AVAX HAS NO CHILL,2171553,2171553.0,66035.0
savanna-survival,svsa,Savanna Survival,2161086,11267065.0,215710.0
cakepie-xyz,ckp,Cakepie,2159335,5483130.0,49167.0
fias,fias,FIAS,2158074,5275414.0,5542.95
derivadao,ddx,DerivaDAO,2154574,2154830.0,333.23
oxbitcoin,0xbtc,0xBitcoin,2153129,4172540.0,6631.05
bread-2,bread,Bread,2152998,2152998.0,1557.2
mxnb,mxnb,MXNB,2144908,2144908.0,8401.24
ibm-ondo-tokenized-stock,ibmon,IBM (Ondo Tokenized Stock),2143786,2143786.0,21.99
party-4,party,Party,2142383,2142383.0,37.6
hahayes,rizo,HahaYes,2139779,2139779.0,182752.0
evolve-pro,evop,Evolve PRO,2136872,2136872.0,10274.93
tap,xtp,XTP,2135042,5652023.0,1165.95
byteball,gbyte,Obyte,2134467,2352687.0,5580.63
rainbow-bridged-dai-near-protocol,dai,Rainbow Bridged DAI (Near Protocol),2132852,2132852.0,13585.86
stargaze,stars,Stargaze,2132014,2270481.0,22027.0
singularitydao,sdao,SingularityDAO,2131772,2355519.0,754.98
birbstrategy,birbstr,BirbStrategy,2126566,2126566.0,28591.0
flex-2,fdx,Flex Perpetuals,2123804,10636523.0,11507.38
teh-epik-duck,epik,TEH EPIK DUCK,2122894,2122894.0,123121.0
johnny-suede,suede,Johnny Suede,2122372,2122372.0,51073.0
u-coin,u,U Coin,2120663,2120663.0,61342.0
milli-coin,milli,MILLI,2120085,2120085.0,272812.0
didi-bam-bam,ddbam,Didi Bam Bam,2118126,2118126.0,3253.02
usdfi-stable,stable,Stable,2117149,2117149.0,242.3
creator-2,sn98,Creator,2116424,2116424.0,84836.0
tass-hub,tasshub,TASS HUB,2114461,2114461.0,2721.16
macrohard,mhrd,MacroHard,2110221,2110221.0,651211.0
walmart-ondo-tokenized-stock,wmton,Walmart (Ondo Tokenized Stock),2108439,2108439.0,59.18
nyla-ai,nyla,Nyla AI,2106752,2106752.0,434506.0
swash,swash,Swash,2104387,2115047.0,60090.0
alphabet-class-a-ondo-tokenized-stock,googlon,Alphabet Class A (Ondo Tokenized Stock),2103866,2103866.0,247089.0
full-sail,sail,Full Sail,2100629,26257861.0,2886.77
staking-2,sn88,Sταking,2096707,2096707.0,391642.0
cocoro-2,cocoro,Cocoro,2095260,2095260.0,197868.0
shark-cat,sc,Shark Cat,2095249,2095249.0,132357.0
forgive-me-father,$purge,Forgive Me Father,2093284,2093284.0,98.01
everdome,dome,Hum(AI)n Web3,2091304,2294639.0,167906.0
effect-ai,effect,Effect AI,2090448,3280908.0,14576.43
nodecoin,nc,Nodepay,2088955,11219606.0,1581117.0
rcade-network,rcade,RCADE Network,2088068,10063290.0,1346973.0
bnb-card,bnbcard,BNB Card,2087369,2087369.0,159553.0
elon-doge-token,edoge,ElonDoge.io,2086238,3807464.0,14.29
dola-borrowing-right,dbr,DOLA Borrowing Right,2084694,3085475.0,33042.0
smart-mfg,mfg,Smart MFG,2083687,4608344.0,181295.0
toyota-ondo-tokenized-stock,tmon,Toyota (Ondo Tokenized Stock),2082308,2082308.0,51.43
blockasset,block,Blockasset,2081519,2081519.0,83317.0
neutaro,ntmpi,Neutaro,2081402,5458797.0,200914.0
bzx-protocol,bzrx,bZx Protocol,2078829,2183158.0,1.056
42-coin,42,42-coin,2076973,2076976.0,91.56
rwa-inc,rwa,RWA Inc.,2076307,5884510.0,162151.0
moto-2,moto,MOTO,2074277,2074277.0,41041.0
aces-fun,aces,ACES.fun,2069760,2069760.0,301303.0
cupsey,cupsey,CUPSEY,2069720,2069720.0,107075.0
vericore,sn70,Vericore,2065719,2065719.0,636874.0
strike-3,strike,STRIKE,2061516,5454714.0,497026.0
stride-staked-osmo,stosmo,Stride Staked Osmo,2061117,2061117.0,102524.0
evercraft-ecotechnologies,ecet,Evercraft Ecotechnologies,2059622,2358464.0,5.98
ice-token,ice,Popsicle Finance,2058460,7368216.0,19.24
leox,leox,LEOX,2057739,2057739.0,59039.0
patriot,patriot,Patriot,2057538,2057538.0,81177.0
shyft-network-2,shft,Shyft Network,2057406,2220352.0,17305.57
playdapp,pda,PlayDapp,2055062,2267723.0,445207.0
usdbr,usdbr,USDbr,2054157,2054157.0,18.78
shiden,sdn,Shiden Network,2053231,2623423.0,7190.77
flipr,flipr,Flipr,2051007,2930468.0,546360.0
wrapped-ehmnd,wehmnd,Wrapped eHMND (eHMND),2048382,5269185.0,14816.21
re-protocol-reusde,reusde,Re Protocol reUSDe,2048243,2048243.0,2046.87
wpay,wpay,WPAY,2047723,1717934203.0,658421.0
azuro-protocol,azur,Azuro Protocol,2043081,8649837.0,71945.0
humanode,hmnd,Humanode,2042517,5254098.0,236493.0
libra-5,libra,Libra,2038297,7948936.0,234.64
hashkey-bridged-usdt-hashkey,usdt,HashKey Bridged USDT (HashKey),2037384,2037384.0,82432.0
protoken,pro,Protoken,2036071,2036071.0,125800.0
handshake,hns,Handshake,2035662,2035662.0,8952.93
milady-wif-hat,ladyf,Milady Wif Hat,2035501,2035501.0,16353.28
ducatus,ducx,DucatusX,2035162,5692379.0,84099.0
mecca,mea,MECCA,2033274,39101467.0,70862.0
flowx-finance,flx,FlowX Finance,2029578,3057414.0,4571.36
rome-stablecoin,rome,ROME Stablecoin,2026365,2026365.0,3513.75
mineral-vault-fund-i,mnrl,Mineral Vault I Security Token,2024263,9967979.0,108.72
hara-token,hart,Hara,2023111,2023584.0,1809.14
bridged-trueusd,tusd,Bridged TrueUSD,2022603,2022603.0,9435.98
creo-engine,creo,Creo Engine,2022195,2658805.0,1350036.0
for-sale,sn47,For Sale,2019965,2019965.0,191369.0
safe-scan,sn76,Safe Scan,2011824,2011824.0,189399.0
robinhood-xstock,hoodx,Robinhood xStock,2010964,6610319.0,2778982.0
bitcoinii,bc2,BitcoinII,2003507,2001619.0,80970.0
reploy,rai,Reploy,1996947,1996947.0,291047.0
keep3rv1,kp3r,Keep3rV1,1996204,1996204.0,83264.0
chimpstrategy,chmpstr,ChimpStrategy,1994138,1994138.0,267843.0
gochain,go,GoChain,1990252,1990949.0,11494.62
black-mirror,mirror,Black Mirror,1989824,10596198.0,562959.0
metalos,metalos,Metalos,1988436,1988436.0,450870.0
darwinia-network-native-token,ring,RingDAO,1988127,2463161.0,18603.35
wonderman-nation,wndr,Wonderman Nation,1986870,21304908.0,17139.22
unit-ethereum,ueth,Unit Ethereum,1983658,366036323447.0,48332293.0
vitarna,vitarna,VitaRNA,1979540,4328732.0,2973.09
shiba-inu-treat,treat,Shiba Inu Treat,1979281,9199003.0,206740.0
kinka,xnk,Kinka,1979133,1979133.0,107846.0
tpro,tpro,TPRO Network,1978720,1978720.0,110824.0
baasid,baas,BaaSid,1977586,2672413.0,568.88
laifu-2,来福,来福,1972518,1972518.0,6812981.0
uranus-dex,ura,Uranus DEX,1971574,1971574.0,55600.0
catslap,slap,CatSlap,1963634,3754577.0,200.88
shiro-neko-2,shiro,Shiro Neko,1961052,1961052.0,227619.0
saber,sbr,Saber,1960440,2655840.0,42274.0
etherisc,dip,Etherisc DIP,1959884,5111246.0,255.79
panther,zkp,Panther Protocol,1956710,1956710.0,355573.0
aos-2,sn79,τaos,1954364,1954364.0,167860.0
nest,nest,Nest Protocol,1953798,3294958.0,3.03
bunana,bunana,Bunana,1951025,1951025.0,35521.0
gigabrain-by-virtuals,brain,Gigabrain by virtuals,1950643,1950643.0,13827.18
bficoin,bfic,BFIC Coin,1948959,21657695.0,3853.29
wrapped-m,wm,Wrapped M,1948775,1948775.0,52165.0
gizmo-imaginary-kitten-runes,gizmo,GIZMO,1948149,1948149.0,12305.51
zerotrust,zerø,ZeroTrust,1948084,5297458.0,26330.0
sanafi-onchain,sana,Sanafi Onchain,1945769,1945769.0,90063.0
siaprime-coin,scp,ScPrime,1940210,1940210.0,3171.2
blackrock-inc-ondo-tokenized-stock,blkon,"Blackrock, Inc. (Ondo Tokenized Stock)",1931854,1931854.0,861.52
signum,signa,Signum,1929864,1929864.0,18597.74
smoking-chicken-fish,scf,Smoking Chicken Fish,1929464,1929464.0,178950.0
melega,marco,Melega,1928514,2457002.0,9681.21
bitbonk,bbonk,BitBonk,1927633,4497811.0,1.27
sigma-bnb-usd,bnbusd,Sigma bnb USD,1924266,1924266.0,64694.0
wrapped-mistcoin,wmc,Wrapped MistCoin,1920678,2240655.0,5938.2
sharpe-ai,sai,Sharpe AI,1920029,5662842.0,299643.0
giko-cat,giko,Giko Cat,1916564,1916564.0,31197.0
rings-scusd,scusd,Rings scUSD,1915980,1915980.0,163499.0
